"행정구역","2026년01월_계_총인구수","2026년01월_계_연령구간인구수","2026년01월_계_0~9세","2026년01월_계_10~19세","2026년01월_계_20~29세","2026년01월_계_30~39세","2026년01월_계_40~49세","2026년01월_계_50~59세","2026년01월_계_60~69세","2026년01월_계_70~79세","2026년01월_계_80~89세","2026년01월_계_90~99세","2026년01월_계_100세 이상","2026년02월_계_총인구수","2026년02월_계_연령구간인구수","2026년02월_계_0~9세","2026년02월_계_10~19세","2026년02월_계_20~29세","2026년02월_계_30~39세","2026년02월_계_40~49세","2026년02월_계_50~59세","2026년02월_계_60~69세","2026년02월_계_70~79세","2026년02월_계_80~89세","2026년02월_계_90~99세","2026년02월_계_100세 이상","2026년03월_계_총인구수","2026년03월_계_연령구간인구수","2026년03월_계_0~9세","2026년03월_계_10~19세","2026년03월_계_20~29세","2026년03월_계_30~39세","2026년03월_계_40~49세","2026년03월_계_50~59세","2026년03월_계_60~69세","2026년03월_계_70~79세","2026년03월_계_80~89세","2026년03월_계_90~99세","2026년03월_계_100세 이상","2026년04월_계_총인구수","2026년04월_계_연령구간인구수","2026년04월_계_0~9세","2026년04월_계_10~19세","2026년04월_계_20~29세","2026년04월_계_30~39세","2026년04월_계_40~49세","2026년04월_계_50~59세","2026년04월_계_60~69세","2026년04월_계_70~79세","2026년04월_계_80~89세","2026년04월_계_90~99세","2026년04월_계_100세 이상","2026년05월_계_총인구수","2026년05월_계_연령구간인구수","2026년05월_계_0~9세","2026년05월_계_10~19세","2026년05월_계_20~29세","2026년05월_계_30~39세","2026년05월_계_40~49세","2026년05월_계_50~59세","2026년05월_계_60~69세","2026년05월_계_70~79세","2026년05월_계_80~89세","2026년05월_계_90~99세","2026년05월_계_100세 이상","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~9세","2026년06월_계_10~19세","2026년06월_계_20~29세","2026년06월_계_30~39세","2026년06월_계_40~49세","2026년06월_계_50~59세","2026년06월_계_60~69세","2026년06월_계_70~79세","2026년06월_계_80~89세","2026년06월_계_90~99세","2026년06월_계_100세 이상"
"경기도 부천시 오정구 (4119600000)","148,911","148,911","5,568","10,606","17,079","18,783","19,061","29,079","29,151","13,045","5,638","881","20","148,890","148,890","5,569","10,564","16,970","18,806","19,021","29,008","29,273","13,121","5,645","893","20","148,695","148,695","5,560","10,508","16,877","18,830","18,898","28,872","29,298","13,268","5,649","915","20","148,825","148,825","5,521","10,474","16,898","19,056","18,825","28,760","29,337","13,367","5,648","920","19","148,946","148,946","5,484","10,423","16,872","19,289","18,750","28,662","29,381","13,465","5,675","926","19","148,912","148,912","5,445","10,401","16,819","19,354","18,754","28,584","29,408","13,509","5,688","931","19"
"경기도 광명시 (4121000000)","297,468","297,468","18,433","28,087","32,901","43,209","46,240","51,053","43,437","23,246","9,210","1,605","47","300,826","300,826","18,886","28,218","33,118","44,077","46,889","51,450","43,689","23,559","9,267","1,627","46","302,390","302,390","19,029","28,123","33,224","44,704","47,020","51,563","43,903","23,848","9,276","1,655","45","303,091","303,091","19,082","28,103","33,224","45,044","47,035","51,588","44,018","23,983","9,284","1,682","48","303,479","303,479","19,089","28,041","33,166","45,273","47,022","51,614","44,100","24,099","9,320","1,704","51","303,666","303,666","19,097","28,016","33,095","45,434","47,026","51,596","44,084","24,199","9,362","1,706","51"
"경기도 평택시 (4122000000)","612,095","612,095","46,482","58,921","72,262","99,674","101,074","101,813","75,655","35,875","17,337","2,937","65","613,456","613,456","46,493","58,951","72,081","99,855","101,318","102,118","76,148","36,070","17,378","2,978","66","615,107","615,107","46,369","59,051","72,049","100,493","101,310","102,256","76,539","36,525","17,428","3,020","67","616,517","616,517","46,305","59,136","72,059","100,847","101,389","102,596","76,871","36,787","17,413","3,043","71","618,234","618,234","46,269","59,256","72,100","101,357","101,637","102,884","77,158","36,989","17,442","3,072","70","619,670","619,670","46,290","59,337","72,154","101,733","101,939","102,985","77,445","37,152","17,499","3,069","67"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","86,331","86,331","3,553","7,386","8,456","8,335","11,133","15,776","15,592","9,641","5,589","851","19","86,299","86,299","3,534","7,360","8,413","8,333","11,099","15,749","15,612","9,722","5,592","867","18","86,326","86,326","3,500","7,359","8,399","8,331","11,046","15,709","15,717","9,753","5,600","894","18","86,293","86,293","3,484","7,349","8,337","8,305","11,034","15,731","15,726","9,823","5,575","911","18","86,243","86,243","3,466","7,344","8,306","8,285","11,009","15,675","15,783","9,848","5,588","921","18","86,265","86,265","3,452","7,337","8,271","8,283","10,985","15,712","15,789","9,897","5,595","926","18"
"경기도 안산시 (4127000000)","611,860","611,860","29,412","52,280","81,787","82,942","84,771","120,560","100,295","38,919","17,457","3,326","111","611,467","611,467","29,171","52,176","81,457","82,817","84,436","120,375","100,811","39,231","17,505","3,375","113","610,783","610,783","28,967","52,026","80,869","83,005","84,008","119,810","101,416","39,628","17,520","3,418","116","610,081","610,081","28,832","51,897","80,348","82,957","83,734","119,526","101,775","39,880","17,551","3,461","120","609,712","609,712","28,674","51,794","79,926","83,037","83,561","119,288","102,092","40,153","17,574","3,489","124","609,240","609,240","28,536","51,721","79,510","83,056","83,491","118,966","102,334","40,367","17,629","3,502","128"
"경기도 안산시 상록구 (4127100000)","322,329","322,329","14,078","27,971","44,160","40,890","44,013","64,887","53,284","20,969","10,132","1,881","64","322,171","322,171","13,970","27,925","43,980","40,856","43,834","64,753","53,603","21,118","10,156","1,909","67","321,616","321,616","13,822","27,832","43,621","40,955","43,596","64,422","53,909","21,293","10,167","1,929","70","321,167","321,167","13,719","27,747","43,393","40,934","43,432","64,246","54,083","21,424","10,181","1,938","70","321,039","321,039","13,619","27,681","43,195","41,014","43,353","64,075","54,300","21,564","10,205","1,962","71","320,773","320,773","13,539","27,625","42,963","41,051","43,299","63,902","54,434","21,673","10,236","1,976","75"
"경기도 안산시 단원구 (4127300000)","289,531","289,531","15,334","24,309","37,627","42,052","40,758","55,673","47,011","17,950","7,325","1,445","47","289,296","289,296","15,201","24,251","37,477","41,961","40,602","55,622","47,208","18,113","7,349","1,466","46","289,167","289,167","15,145","24,194","37,248","42,050","40,412","55,388","47,507","18,335","7,353","1,489","46","288,914","288,914","15,113","24,150","36,955","42,023","40,302","55,280","47,692","18,456","7,370","1,523","50","288,673","288,673","15,055","24,113","36,731","42,023","40,208","55,213","47,792","18,589","7,369","1,527","53","288,467","288,467","14,997","24,096","36,547","42,005","40,192","55,064","47,900","18,694","7,393","1,526","53"
"경기도 고양시 (4128000000)","1,059,998","1,059,998","61,328","95,777","119,370","144,307","157,661","194,437","161,732","76,108","41,291","7,810","177","1,059,430","1,059,430","61,027","95,632","118,787","143,871","157,327","194,415","162,289","76,679","41,310","7,916","177","1,058,050","1,058,050","60,625","95,296","117,893","143,942","156,596","193,913","162,820","77,377","41,364","8,048","176","1,057,762","1,057,762","60,403","95,140","117,273","144,059","156,335","193,768","163,216","77,852","41,433","8,106","177","1,057,471","1,057,471","60,191","94,995","116,808","144,044","156,164","193,523","163,604","78,203","41,557","8,205","177","1,057,438","1,057,438","60,004","94,985","116,357","144,148","156,079","193,285","163,979","78,483","41,706","8,245","167"
"경기도 고양시 덕양구 (4128100000)","485,174","485,174","30,941","40,646","51,272","70,836","74,338","84,079","73,272","37,171","19,222","3,318","79","484,682","484,682","30,696","40,584","51,055","70,568","74,082","84,155","73,447","37,426","19,239","3,349","81","484,128","484,128","30,517","40,459","50,728","70,584","73,757","83,885","73,689","37,709","19,298","3,420","82","483,700","483,700","30,335","40,452","50,414","70,386","73,675","83,814","73,872","37,895","19,334","3,441","82","483,267","483,267","30,166","40,436","50,177","70,281","73,534","83,688","73,974","38,034","19,408","3,489","80","483,048","483,048","30,057","40,475","49,972","70,229","73,479","83,566","74,052","38,169","19,479","3,495","75"
"경기도 고양시 일산동구 (4128500000)","297,178","297,178","16,200","26,858","35,534","40,711","43,654","55,696","45,425","19,863","10,834","2,356","47","297,383","297,383","16,196","26,865","35,366","40,666","43,652","55,683","45,631","20,040","10,858","2,380","46","297,093","297,093","16,136","26,779","35,073","40,705","43,456","55,571","45,783","20,274","10,847","2,423","46","297,542","297,542","16,164","26,742","34,953","41,021","43,436","55,597","45,863","20,415","10,871","2,433","47","297,895","297,895","16,230","26,691","34,814","41,204","43,484","55,507","45,987","20,577","10,894","2,457","50","298,269","298,269","16,258","26,686","34,702","41,362","43,506","55,473","46,176","20,636","10,954","2,466","50"
"경기도 고양시 일산서구 (4128700000)","277,646","277,646","14,187","28,273","32,564","32,760","39,669","54,662","43,035","19,074","11,235","2,136","51","277,365","277,365","14,135","28,183","32,366","32,637","39,593","54,577","43,211","19,213","11,213","2,187","50","276,829","276,829","13,972","28,058","32,092","32,653","39,383","54,457","43,348","19,394","11,219","2,205","48","276,520","276,520","13,904","27,946","31,906","32,652","39,224","54,357","43,481","19,542","11,228","2,232","48","276,309","276,309","13,795","27,868","31,817","32,559","39,146","54,328","43,643","19,592","11,255","2,259","47","276,121","276,121","13,689","27,824","31,683","32,557","39,094","54,246","43,751","19,678","11,273","2,284","42"
"경기도 과천시 (4129000000)","79,951","79,951","8,140","8,194","8,097","12,151","12,889","11,895","10,641","4,994","2,379","557","14","80,098","80,098","8,133","8,221","8,090","12,115","12,944","11,927","10,675","5,030","2,388","560","15","80,197","80,197","8,108","8,257","8,053","12,202","12,933","11,928","10,677","5,062","2,397","563","17","80,250","80,250","8,104","8,275","8,013","12,221","12,956","11,925","10,692","5,092","2,392","563","17","80,384","80,384","8,100","8,293","8,030","12,280","13,009","11,897","10,691","5,108","2,394","563","19","80,832","80,832","8,101","8,331","8,128","12,481","13,061","11,888","10,703","5,151","2,403","566","19"
"경기도 구리시 (4131000000)","186,118","186,118","10,050","16,226","21,261","25,299","27,941","33,419","29,915","14,632","6,430","922","23","185,946","185,946","9,990","16,169","21,152","25,271","27,870","33,357","30,044","14,718","6,416","935","24","185,982","185,982","9,963","16,140","21,062","25,411","27,813","33,216","30,133","14,869","6,408","941","26","186,855","186,855","10,017","16,161","21,082","25,811","27,870","33,237","30,290","14,977","6,429","956","25","187,463","187,463","10,055","16,159","21,044","26,130","27,892","33,262","30,369","15,119","6,445","964","24","187,782","187,782","10,076","16,116","21,031","26,418","27,846","33,244","30,422","15,168","6,472","965","24"
"경기도 남양주시 (4136000000)","729,552","729,552","46,034","78,830","76,474","84,293","119,554","130,628","104,155","58,680","26,599","4,192","113","729,142","729,142","45,738","78,645","76,196","84,032","119,235","130,803","104,434","59,043","26,667","4,229","120","728,597","728,597","45,425","78,495","75,766","84,147","118,777","130,485","104,858","59,509","26,718","4,294","123","728,126","728,126","45,159","78,501","75,383","84,158","118,375","130,502","105,043","59,783","26,758","4,335","129","727,717","727,717","44,871","78,523","75,017","84,121","118,087","130,429","105,293","60,012","26,874","4,360","130","727,440","727,440","44,655","78,396","74,870","84,156","117,964","130,341","105,382","60,217","26,960","4,368","131"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","250,128","250,128","17,931","27,127","28,664","40,390","46,587","41,162","28,347","13,223","5,814","863","20","250,518","250,518","17,804","27,184","28,636","40,314","46,622","41,362","28,514","13,350","5,829","881","22","250,783","250,783","17,690","27,210","28,573","40,359","46,593","41,415","28,699","13,459","5,868","893","24","251,395","251,395","17,740","27,227","28,590","40,462","46,598","41,631","28,811","13,528","5,878","904","26","252,414","252,414","17,831","27,306","28,583","40,816","46,692","41,795","28,913","13,636","5,911","905","26","253,590","253,590","17,909","27,401","28,600","41,180","46,903","41,985","29,023","13,696","5,947","919","27"
"경기도 시흥시 (4139000000)","514,778","514,778","37,922","52,107","57,317","74,074","89,030","92,607","70,264","27,477","11,822","2,099","59","514,384","514,384","37,645","52,026","57,030","73,834","88,809","92,616","70,641","27,746","11,851","2,126","60","514,501","514,501","37,470","52,009","56,949","73,809","88,488","92,441","71,202","28,022","11,884","2,166","61","514,822","514,822","37,304","52,099","56,876","73,874","88,435","92,427","71,439","28,200","11,906","2,203","59","514,804","514,804","37,118","52,064","56,707","73,918","88,344","92,322","71,731","28,353","11,960","2,223","64","514,831","514,831","36,992","52,041","56,466","73,863","88,416","92,282","71,922","28,536","12,015","2,232","66"
"경기도 군포시 (4141000000)","251,038","251,038","12,241","22,242","29,774","34,192","35,313","45,180","41,453","19,523","9,196","1,885","39","250,701","250,701","12,132","22,183","29,552","34,059","35,244","45,127","41,550","19,687","9,188","1,940","39","250,300","250,300","12,042","22,088","29,377","34,028","35,095","44,924","41,670","19,886","9,191","1,959","40","250,007","250,007","11,955","22,028","29,223","34,066","34,961","44,838","41,733","19,983","9,207","1,974","39","249,770","249,770","11,910","21,943","29,111","34,049","34,864","44,767","41,779","20,085","9,244","1,978","40","249,462","249,462","11,829","21,901","28,961","33,993","34,857","44,684","41,723","20,201","9,296","1,978","39"
"경기도 의왕시 (4143000000)","160,842","160,842","11,088","13,306","17,588","24,365","22,345","26,896","26,510","12,507","5,182","1,022","33","161,183","161,183","11,120","13,334","17,467","24,429","22,368","26,847","26,635","12,662","5,253","1,034","34","162,209","162,209","11,309","13,416","17,433","24,778","22,447","26,871","26,753","12,827","5,283","1,058","34","162,972","162,972","11,451","13,438","17,396","24,992","22,494","26,948","26,874","12,951","5,315","1,075","38","163,071","163,071","11,442","13,388","17,335","25,015","22,502","26,918","26,952","13,042","5,340","1,099","38","164,221","164,221","11,546","13,407","17,392","25,381","22,671","27,067","27,097","13,160","5,365","1,097","38"
"경기도 하남시 (4145000000)","328,048","328,048","26,207","33,792","33,088","48,995","59,807","49,752","42,500","24,155","8,335","1,371","46","327,740","327,740","25,977","33,796","32,969","48,767","59,712","49,869","42,578","24,301","8,350","1,376","45","327,824","327,824","25,927","33,821","32,823","48,870","59,540","49,865","42,629","24,512","8,399","1,391","47","327,681","327,681","25,797","33,845","32,680","48,752","59,462","49,950","42,640","24,655","8,440","1,415","45","327,571","327,571","25,665","33,878","32,576","48,644","59,454","49,943","42,687","24,777","8,473","1,431","43","327,495","327,495","25,528","33,947","32,421","48,648","59,383","49,974","42,690","24,914","8,499","1,447","44"
"경기도 용인시 (4146000000)","1,090,978","1,090,978","72,105","120,877","126,887","137,786","180,594","192,752","133,985","79,491","39,823","6,525","153","1,090,776","1,090,776","71,827","120,622","126,499","137,527","180,126","193,158","134,465","79,788","39,981","6,623","160","1,090,420","1,090,420","71,443","120,418","126,068","138,025","179,349","192,995","134,872","80,189","40,189","6,711","161","1,090,269","1,090,269","71,129","120,725","125,680","138,288","178,846","192,990","135,017","80,453","40,241","6,741","159","1,089,693","1,089,693","70,805","120,900","125,170","138,273","178,430","192,929","135,296","80,608","40,333","6,793","156","1,090,211","1,090,211","70,685","121,315","124,971","138,356","178,239","192,896","135,562","80,696","40,530","6,802","159"
"경기도 용인시 처인구 (4146100000)","282,534","282,534","17,723","26,095","32,018","37,369","44,306","49,415","42,308","21,877","9,624","1,763","36","283,119","283,119","17,689","26,074","31,953","37,395","44,247","49,637","42,567","22,025","9,686","1,805","41","284,132","284,132","17,636","26,099","32,041","37,661","44,203","49,747","42,882","22,264","9,716","1,842","41","285,039","285,039","17,616","26,514","32,053","37,745","44,200","49,795","43,075","22,429","9,736","1,836","40","285,532","285,532","17,575","26,833","31,939","37,753","44,146","49,839","43,240","22,553","9,771","1,847","36","286,391","286,391","17,550","27,369","32,014","37,737","44,166","49,842","43,380","22,589","9,852","1,855","37"
